Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2017-07-15 22:00:00,75.0,78,67.6,1.84,4.34,315,345,3.8,0.2137
2017-07-16 20:00:00,77.1,73,67.6,2.16,5.1,103,106,3.2,0.3371
2017-07-17 18:00:00,87.6,55,69.5,4.04,6.59,189,190,7.2,0.23
2017-07-18 16:00:00,84.4,61,69.3,5.32,7.14,221,223,10.8,0.0547
2017-07-19 14:00:00,90.9,57,73.6,5.59,7.43,190,191,10.6,0.2848
2017-07-20 12:00:00,86.5,64,73.0,2.66,3.35,70,73,6.8,0.0164
2017-07-21 10:00:00,81.9,81,75.3,4.53,6.31,137,139,8.4,0.2467
2017-07-22 08:00:00,75.5,91,72.8,3.86,5.0,323,323,6.9,0.0954
2017-07-23 06:00:00,70.2,72,60.6,3.89,7.3,312,319,6.3,0.1748
2017-07-24 04:00:00,61.3,94,59.5,1.39,3.11,30,57,2.4,0.1457
2017-07-25 02:00:00,69.1,79,62.2,5.64,9.84,150,153,9.7,0.4179
2017-07-26 00:00:00,81.1,72,71.2,6.0,10.32,182,183,10.1,0.2727
2017-07-26 22:00:00,72.6,82,66.7,4.16,7.62,10,14,6.9,0.4522
2017-07-27 20:00:00,73.6,70,63.1,4.21,7.94,28,31,7.0,0.1131
2017-07-28 18:00:00,78.3,59,62.9,2.51,4.52,67,72,5.5,0.0472
2017-07-29 16:00:00,79.5,45,56.5,3.11,3.96,135,135,7.1,0.0577
2017-07-30 14:00:00,81.0,36,51.6,2.39,2.97,147,147,6.5,0.0352
2017-07-31 12:00:00,79.1,43,55.0,2.15,2.56,158,159,6.6,0.055
2017-08-01 10:00:00,79.0,60,63.7,2.35,2.96,282,282,6.0,0.0098
2017-08-02 08:00:00,71.7,73,62.4,3.2,4.2,360,1,6.7,0.2173
2017-08-03 06:00:00,64.8,90,61.6,4.16,7.24,235,237,5.1,0.515
2017-08-04 04:00:00,54.9,71,45.8,4.11,7.93,288,293,6.9,0.7579
2017-08-05 02:00:00,57.6,78,50.8,2.12,4.74,199,208,3.0,0.0771
2017-08-06 00:00:00,63.0,78,56.0,2.26,4.78,103,110,4.6,0.0349
2017-08-06 22:00:00,66.3,70,56.2,3.86,7.16,37,41,6.8,0.1211
2017-08-07 20:00:00,68.1,60,53.5,2.47,5.69,21,31,4.0,0.0134
2017-08-08 18:00:00,76.5,44,53.2,2.42,4.12,150,151,5.6,0.0583
2017-08-09 16:00:00,78.9,51,59.1,6.48,8.81,207,206,13.2,0.4855
2017-08-10 14:00:00,78.8,46,56.6,5.14,6.5,307,307,10.4,0.1586
2017-08-11 12:00:00,75.1,48,54.0,3.45,4.3,30,31,8.1,0.0876
2017-08-12 10:00:00,73.8,47,52.2,0.82,0.92,166,167,4.1,0.012
2017-08-13 08:00:00,64.0,74,55.4,3.6,5.94,178,187,6.5,0.3827
2017-08-14 06:00:00,66.0,93,63.9,2.21,4.62,252,248,8.1,0.3981
2017-08-15 04:00:00,60.4,95,59.1,2.68,5.82,63,71,4.3,0.1571
2017-08-16 02:00:00,67.8,95,66.4,6.06,10.07,128,131,10.3,0.0685
2017-08-17 00:00:00,66.1,88,62.4,6.63,10.41,247,250,11.7,0.3872
2017-08-17 22:00:00,65.4,86,61.0,2.2,5.74,309,311,4.1,0.3967
2017-08-18 20:00:00,64.1,94,62.2,4.16,6.23,350,341,9.4,0.0528
2017-08-19 18:00:00,77.8,69,67.0,2.73,5.19,152,155,4.7,0.0427
2017-08-20 16:00:00,84.8,57,67.8,0.61,0.71,99,98,3.5,0.0925
2017-08-21 14:00:00,81.2,71,71.1,3.33,4.3,237,234,9.6,0.0
2017-08-22 12:00:00,70.0,50,50.3,5.37,6.98,333,335,10.9,0.0
2017-08-23 10:00:00,70.2,56,53.9,2.35,2.96,282,282,5.5,0.0
2017-08-24 08:00:00,65.2,81,59.4,3.92,6.55,142,149,6.9,0.1935
2017-08-25 06:00:00,63.1,78,56.2,5.5,9.55,155,160,8.3,0.4156
2017-08-26 04:00:00,66.3,76,58.4,5.08,8.93,170,176,9.7,0.2136
2017-08-27 02:00:00,65.4,100,65.3,1.94,4.12,235,241,3.2,0.12
2017-08-28 00:00:00,62.1,91,59.3,2.91,6.23,344,354,4.9,0.1419
2017-08-28 22:00:00,60.6,91,57.9,1.75,4.25,13,27,2.8,0.1636
2017-08-29 20:00:00,72.0,67,60.3,0.5,0.45,90,117,0.8,0.1468
2017-08-30 18:00:00,76.8,69,66.0,0.82,1.75,194,193,6.9,0.13
2017-08-31 16:00:00,72.6,72,63.1,4.72,6.21,85,86,8.8,0.1131
2017-12-01 15:00:00,51.5,37,26.1,6.0,8.68,204,204,12.1,0.6342
2017-12-02 12:00:00,48.0,45,27.8,1.71,2.24,277,280,4.8,0.2882
2017-12-03 09:00:00,39.3,81,34.0,4.41,7.82,176,184,7.1,0.4053
2017-12-04 06:00:00,58.3,82,52.9,6.28,11.18,189,193,14.4,0.6399
2017-12-05 03:00:00,27.3,47,9.7,8.41,13.19,288,290,16.4,0.7774
2017-12-06 00:00:00,29.3,79,23.5,5.61,9.4,301,303,10.0,0.6503
2017-12-06 21:00:00,21.3,61,9.8,7.07,10.54,315,317,12.1,0.7439
2017-12-07 18:00:00,20.4,44,1.9,4.79,8.48,247,251,7.7,0.4215
2017-12-08 15:00:00,34.0,60,21.5,5.32,7.15,286,288,9.6,0.3685
2017-12-09 12:00:00,25.3,46,7.2,5.15,6.71,331,332,11.1,0.566
2017-12-10 09:00:00,33.5,66,23.5,5.16,8.72,306,311,8.8,0.6928
2017-12-11 06:00:00,35.6,49,18.4,5.77,10.93,261,266,8.6,0.4719
2017-12-12 03:00:00,17.3,51,2.5,5.06,8.27,330,333,9.5,0.6553
2017-12-13 00:00:00,32.8,71,24.5,5.47,10.69,220,228,9.1,0.6541
2017-12-13 21:00:00,28.9,70,20.3,6.32,9.82,337,338,11.5,0.5322
2017-12-14 18:00:00,30.0,65,19.6,2.12,4.63,289,303,3.0,0.3355
2017-12-15 15:00:00,41.2,50,23.8,5.87,8.28,240,242,11.3,0.4434
2017-12-16 12:00:00,44.0,35,18.3,3.13,4.15,343,345,6.7,0.1548
2017-12-17 09:00:00,27.0,81,22.0,3.94,6.13,30,34,7.2,0.1517
2017-12-18 06:00:00,28.3,92,26.3,3.4,7.14,204,217,5.5,0.2643
2017-12-19 03:00:00,36.0,71,27.3,3.85,8.43,245,260,6.9,0.762
2017-12-20 00:00:00,28.2,63,17.1,2.28,5.3,38,36,3.6,0.2521
2017-12-20 21:00:00,31.2,50,14.7,4.36,8.23,122,130,7.2,0.553
2017-12-21 18:00:00,24.4,77,18.0,6.04,8.76,12,14,11.9,0.7391
2017-12-22 15:00:00,30.1,34,5.2,3.09,3.98,295,295,6.3,0.0343
2017-12-23 12:00:00,21.6,41,1.3,3.94,5.02,324,325,8.8,0.1291
2017-12-24 09:00:00,17.6,70,9.4,4.6,7.1,268,272,7.8,0.2869
2017-12-25 06:00:00,10.9,56,-1.8,6.04,9.97,294,297,8.0,0.6109
2017-12-26 03:00:00,3.3,39,-16.0,3.67,5.91,299,304,6.2,0.2056
2017-12-27 00:00:00,-0.2,45,-16.5,3.48,5.87,309,313,6.2,0.1779
2017-12-27 21:00:00,6.2,50,-8.6,5.07,7.0,158,158,9.6,0.3848
2017-12-28 18:00:00,14.9,71,7.3,2.34,5.8,310,314,4.5,0.0602
2017-12-29 15:00:00,8.6,78,3.2,2.97,3.89,42,44,6.4,0.3868
2017-12-30 12:00:00,-9.0,65,-17.6,4.18,5.76,339,340,8.0,0.3783
2017-12-31 09:00:00,-16.3,73,-22.5,4.03,7.74,337,346,6.5,0.2153
2018-01-01 06:00:00,-20.5,71,-27.0,3.0,7.15,307,318,5.4,0.0912
2018-01-02 03:00:00,-16.8,71,-23.4,3.08,7.63,257,265,5.2,0.2348
2018-01-03 00:00:00,17.1,79,11.6,5.66,9.63,324,327,10.1,0.3324
2018-01-03 21:00:00,-4.7,75,-10.6,3.2,6.04,340,344,4.4,0.0921
2018-01-04 18:00:00,7.1,69,-1.0,2.04,2.82,101,107,3.6,0.01
2018-01-05 15:00:00,6.5,57,-5.6,2.05,3.4,47,47,4.2,0.0283
2018-01-06 12:00:00,4.8,63,-4.9,5.0,7.18,160,161,8.8,0.2977
2018-01-07 09:00:00,22.1,80,16.9,3.18,7.46,208,215,6.8,0.4725
2018-01-08 06:00:00,23.0,87,19.6,3.61,8.01,275,286,5.8,0.4923
2018-01-09 03:00:00,32.2,82,27.2,3.42,7.67,173,187,5.6,0.647
2018-01-10 00:00:00,32.9,90,30.3,7.24,12.32,169,172,12.3,0.6793
2018-01-10 21:00:00,35.4,96,34.4,2.42,5.86,210,217,3.9,0.4048
2018-01-11 18:00:00,8.9,61,-1.8,8.32,12.45,325,326,14.2,0.5722
2018-01-12 15:00:00,8.2,33,-15.2,5.02,6.51,5,4,9.5,0.2791
2018-01-13 12:00:00,5.5,36,-15.9,0.67,0.81,333,330,4.9,0.1906
2018-01-14 09:00:00,12.2,62,1.8,4.6,7.75,181,187,8.6,0.3414
2018-01-15 06:00:00,-1.0,67,-9.3,8.02,12.68,324,326,13.2,0.6249
2018-01-16 03:00:00,-5.4,72,-12.3,5.48,9.57,322,326,9.6,0.5302
2018-01-17 00:00:00,-0.4,73,-6.9,2.7,7.03,231,240,4.6,0.3767
2018-01-17 21:00:00,21.5,68,12.4,6.71,12.28,237,240,11.3,0.6594
2018-01-18 18:00:00,30.1,67,20.5,4.53,9.49,221,228,7.7,0.5995
2018-01-19 15:00:00,48.8,34,21.9,5.63,9.28,237,240,11.9,0.6407
2018-01-20 12:00:00,44.5,56,29.8,1.06,1.28,49,51,5.4,0.1173
2018-01-21 09:00:00,32.8,83,28.2,4.33,7.44,50,59,7.3,0.2477
2018-01-22 06:00:00,34.3,98,33.8,9.78,15.36,41,43,18.0,0.7118
2018-01-23 03:00:00,26.4,81,21.3,7.15,11.24,342,344,13.9,0.4314
2018-01-24 00:00:00,22.2,82,17.6,2.3,4.06,272,280,4.1,0.0651
2018-01-24 21:00:00,29.2,76,22.5,4.44,8.77,166,173,7.3,0.0469
2018-01-25 18:00:00,36.1,63,24.9,5.17,10.76,139,145,8.9,0.5239
2018-01-26 15:00:00,51.0,55,35.3,7.07,10.88,241,241,17.4,0.6054
2018-01-27 12:00:00,42.2,46,22.9,5.41,7.16,242,243,10.3,0.1191
2018-01-28 09:00:00,18.8,56,5.7,5.04,6.74,353,354,9.5,0.3413
2018-01-29 06:00:00,6.9,67,-1.7,3.31,6.14,335,341,6.2,0.1019
2018-01-30 03:00:00,12.6,58,0.6,2.44,4.72,125,144,4.2,0.2427
2018-01-31 00:00:00,36.8,52,20.9,4.48,8.92,204,210,8.6,0.6819
2018-01-31 21:00:00,33.0,69,24.1,5.63,10.26,276,276,9.8,0.4952
2018-02-01 18:00:00,10.2,45,-7.2,4.08,6.52,324,324,9.3,0.5822
2018-02-02 15:00:00,26.4,34,1.9,6.17,8.34,188,190,11.3,0.422
2018-02-03 12:00:00,40.7,32,12.8,6.36,8.71,210,212,11.4,0.3919
2018-02-04 09:00:00,2.0,52,-11.5,7.94,11.04,341,342,14.3,0.7067
2018-02-05 06:00:00,6.8,51,-7.3,4.3,6.96,183,187,6.7,0.5628
2018-02-06 03:00:00,-4.5,72,-11.2,3.0,7.11,334,346,5.7,0.5501
2018-02-07 00:00:00,2.4,83,-1.6,2.37,5.02,208,224,3.8,0.2511
2018-02-07 21:00:00,8.4,83,4.3,2.66,4.74,214,222,4.3,0.1416
2018-02-08 18:00:00,16.2,88,13.3,3.71,5.71,76,79,6.5,0.1848
2018-02-09 15:00:00,5.2,74,-1.2,4.93,6.75,6,7,8.5,0.3841
2018-02-10 12:00:00,0.8,80,-3.9,2.62,4.47,313,320,5.3,0.1144
2018-02-11 09:00:00,-0.9,78,-6.2,3.64,7.47,254,262,5.6,0.2182
2018-02-12 06:00:00,0.2,77,-5.3,3.28,7.72,38,41,5.5,0.6101
2018-02-13 03:00:00,10.4,77,4.7,5.42,9.25,157,158,8.8,0.6453
2018-02-14 00:00:00,26.9,83,22.4,4.74,10.05,222,227,7.8,0.6891
2018-02-14 21:00:00,36.4,89,33.5,5.94,11.27,226,229,10.3,0.5199
2018-02-15 18:00:00,29.1,88,25.9,5.56,8.86,330,335,10.0,0.7684
2018-02-16 15:00:00,19.9,50,4.5,2.66,4.22,214,216,5.8,0.1545
2018-02-17 12:00:00,28.7,86,25.1,4.68,6.48,286,287,7.9,0.2022
2018-02-18 09:00:00,35.9,70,26.9,10.32,16.9,177,179,17.7,0.794
2018-02-19 06:00:00,26.1,90,23.7,5.31,9.93,3,9,10.7,0.6496
2018-02-20 03:00:00,21.0,84,16.9,3.0,4.09,334,338,6.1,0.4867
2018-02-21 00:00:00,8.1,74,1.5,4.39,8.04,319,322,7.8,0.3237
2018-02-21 21:00:00,17.7,52,3.2,2.98,5.14,76,83,4.7,0.1608
2018-02-22 18:00:00,27.5,94,25.9,4.35,7.2,113,117,8.2,0.1308
2018-02-23 15:00:00,24.5,85,20.8,4.36,5.71,302,303,7.7,0.034
2018-02-24 12:00:00,26.8,94,25.2,3.01,4.65,84,99,5.0,0.0363
2018-02-25 09:00:00,21.8,74,14.8,6.11,11.0,255,259,9.9,0.0254
2018-02-26 06:00:00,20.0,73,12.6,3.28,8.39,211,219,6.1,0.12
2018-02-27 03:00:00,33.4,75,26.3,3.7,8.81,199,205,7.1,0.7599
2018-02-28 00:00:00,24.5,91,22.2,2.37,5.61,28,31,6.2,0.255
2018-02-28 21:00:00,27.4,87,24.1,4.64,8.51,353,358,8.0,0.5321
2018-06-01 14:00:00,88.1,43,62.6,2.88,3.52,124,125,6.3,0.1054
2018-06-02 12:00:00,74.1,62,60.2,8.64,11.64,298,299,16.0,0.219
2018-06-03 10:00:00,68.0,45,45.6,8.08,10.88,301,302,15.0,0.7275
2018-06-04 08:00:00,68.9,52,50.5,4.48,6.4,204,205,8.4,0.2476
2018-06-05 06:00:00,67.7,70,57.6,4.49,8.06,238,240,7.5,0.4343
2018-06-06 04:00:00,69.6,75,61.3,3.72,8.06,204,210,6.0,0.6493
2018-06-07 02:00:00,67.2,99,66.8,1.7,3.41,50,50,2.7,0.1324
2018-06-08 00:00:00,68.5,91,65.8,2.24,4.55,10,40,8.3,0.4057
2018-06-08 22:00:00,72.9,88,69.2,2.76,6.27,134,146,4.9,0.1762
2018-06-09 20:00:00,74.7,73,65.4,3.91,7.12,347,356,6.1,0.1145
2018-06-10 18:00:00,79.9,68,68.4,5.61,8.4,86,89,8.6,0.509
2018-06-11 16:00:00,83.1,59,67.4,4.96,6.79,132,134,14.6,0.2466
2018-06-12 14:00:00,83.3,58,66.9,2.02,2.45,351,348,5.1,0.1302
2018-06-13 12:00:00,75.7,36,46.8,1.1,1.32,355,351,5.2,0.0254
2018-06-14 10:00:00,63.9,83,58.5,8.23,13.17,130,132,14.9,0.7846
2018-06-15 08:00:00,81.3,65,68.4,6.82,10.07,202,204,12.9,0.5878
2018-06-16 06:00:00,78.1,72,68.3,6.34,10.36,186,190,10.4,0.5613
2018-06-17 04:00:00,78.3,68,67.0,6.08,10.46,189,193,10.3,0.467
2018-06-18 02:00:00,74.1,88,70.4,1.9,2.95,357,332,9.5,0.0545
2018-06-19 00:00:00,72.2,97,71.4,2.64,4.89,127,131,8.3,0.0601
2018-06-19 22:00:00,72.9,88,69.2,0.92,2.12,167,161,3.0,0.162
2018-06-20 20:00:00,67.6,94,65.7,4.89,7.66,229,234,8.3,0.1184
2018-06-21 18:00:00,66.3,77,58.8,6.23,8.85,48,48,11.3,0.3986
2018-06-22 16:00:00,74.8,57,58.5,2.55,3.26,48,47,6.8,0.0986
2018-06-23 14:00:00,76.6,57,60.0,3.85,4.95,189,188,7.9,0.116
2018-06-24 12:00:00,76.3,77,68.7,5.04,6.65,166,168,11.4,0.2721
2018-06-25 10:00:00,73.9,72,64.5,8.06,11.1,136,136,15.0,0.5993
2018-06-26 08:00:00,68.1,84,63.1,2.51,3.21,185,185,5.6,0.1625
2018-06-27 06:00:00,64.4,96,63.3,1.98,2.5,41,37,3.4,0.3133
2018-06-28 04:00:00,66.7,96,65.4,1.84,4.83,135,146,3.2,0.3891
2018-06-29 02:00:00,80.0,83,74.5,5.4,10.07,179,187,8.6,0.6825
2018-06-30 00:00:00,82.8,64,69.3,9.02,14.58,193,195,15.5,0.5721
2018-06-30 22:00:00,71.1,95,69.6,1.81,2.97,96,138,3.6,0.16
2018-07-01 20:00:00,69.5,80,63.0,2.04,2.47,259,284,2.6,0.162
2018-07-02 18:00:00,80.5,69,69.4,5.04,7.75,166,169,9.7,0.478
2018-07-03 16:00:00,86.4,67,74.0,5.41,7.56,155,156,10.4,0.3266
2018-07-04 14:00:00,87.9,66,75.3,5.0,6.61,196,198,9.1,0.3805
2018-07-05 12:00:00,80.3,72,70.5,4.92,6.48,13,13,10.5,0.2998
2018-07-06 10:00:00,74.1,66,62.0,3.45,4.48,112,114,8.0,0.1557
2018-07-07 08:00:00,69.6,79,63.0,4.65,6.26,161,163,8.8,0.3381
2018-07-08 06:00:00,64.8,74,56.3,4.44,8.37,188,195,7.7,0.4783
2018-07-09 04:00:00,67.1,67,55.9,4.3,9.06,205,211,6.9,0.6208
2018-07-10 02:00:00,72.9,91,70.1,2.37,5.52,62,68,4.6,0.163
