Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2017-01-29 03:00:00,19.5,68,10.5,3.35,6.29,280,288,6.7,0.4677
2017-01-30 00:00:00,17.5,68,8.6,2.77,5.27,311,327,4.8,0.2795
2017-01-30 21:00:00,18.7,44,0.6,3.26,6.42,153,162,5.4,0.1663
2017-01-31 18:00:00,27.7,87,24.5,3.35,5.97,260,261,6.1,0.0709
2017-02-01 15:00:00,34.4,47,16.4,5.71,8.84,274,275,13.3,0.4688
2017-02-02 12:00:00,20.1,48,3.7,6.65,9.8,277,278,14.3,0.8237
2017-02-03 09:00:00,17.1,48,0.6,5.66,8.43,278,280,12.0,0.7332
2017-02-04 06:00:00,12.0,81,7.2,3.62,7.53,242,253,6.9,0.6571
2017-02-05 03:00:00,27.7,36,4.2,4.47,7.89,230,231,9.1,0.5053
2017-02-06 00:00:00,20.2,70,12.0,2.13,3.71,221,256,3.6,0.4485
2017-02-06 21:00:00,30.0,86,26.3,2.52,5.26,97,111,4.2,0.2856
2017-02-07 18:00:00,39.0,99,38.7,4.04,8.36,228,233,6.7,0.1632
2017-02-08 15:00:00,26.5,47,8.7,3.09,4.34,331,331,7.3,0.3199
2017-02-09 12:00:00,21.3,36,-1.2,7.65,11.0,297,297,16.1,0.8588
2017-02-10 09:00:00,21.9,54,7.8,4.11,6.01,176,177,8.8,0.5563
2017-02-11 06:00:00,28.4,92,26.3,2.2,5.22,270,287,3.9,0.2461
2017-02-12 03:00:00,30.9,92,28.7,2.21,4.6,85,90,4.1,0.0144
2017-02-13 00:00:00,25.4,66,15.8,6.44,11.04,306,308,14.1,0.802
2017-02-13 21:00:00,28.6,67,18.9,3.5,7.88,211,216,6.3,0.2919
2017-02-14 18:00:00,36.6,75,29.4,5.06,9.58,261,263,9.1,0.6788
2017-02-15 15:00:00,26.4,54,12.0,5.14,7.62,307,308,10.8,0.7559
2017-02-16 12:00:00,26.5,46,8.4,3.02,3.97,304,304,8.0,0.1
2017-02-17 09:00:00,32.1,53,17.0,3.44,5.11,154,157,7.9,0.1877
2017-02-18 06:00:00,45.6,74,37.7,6.04,11.78,246,246,11.0,0.8414
2017-02-19 03:00:00,36.6,89,33.6,3.51,8.02,275,280,7.1,0.5919
2017-02-20 00:00:00,32.9,86,29.1,2.56,6.02,39,36,4.3,0.1071
2017-02-20 21:00:00,37.5,78,31.1,4.48,8.93,141,146,8.6,0.7138
2017-02-21 18:00:00,48.2,97,47.3,2.02,5.38,250,260,3.2,0.0573
2017-02-22 15:00:00,66.6,51,47.8,5.11,8.19,211,208,11.4,0.4489
2017-02-23 12:00:00,50.8,68,40.4,4.25,5.87,300,300,11.6,0.5316
2017-02-24 09:00:00,36.8,94,35.2,2.28,4.22,75,76,5.7,0.382
2017-02-25 06:00:00,35.1,82,30.1,5.6,9.65,235,236,10.4,0.7856
2017-02-26 03:00:00,22.9,67,13.4,3.61,6.41,267,274,7.7,0.394
2017-02-27 00:00:00,33.5,61,21.6,5.26,10.1,231,234,10.4,0.5752
2017-02-27 21:00:00,37.6,78,31.3,2.62,6.12,173,185,4.9,0.3214
2017-02-28 18:00:00,48.5,91,46.1,4.0,7.55,183,187,12.5,0.811
2017-06-01 00:00:00,49.6,81,43.9,2.73,5.41,24,19,5.8,0.3092
2017-06-01 22:00:00,56.3,58,41.5,3.77,8.27,328,333,7.0,0.2603
2017-06-02 20:00:00,52.9,58,38.6,2.12,4.67,82,80,4.0,0.1202
2017-06-03 18:00:00,63.6,44,41.4,3.2,6.05,110,124,10.6,0.164
2017-06-04 16:00:00,71.1,80,64.7,2.24,2.87,63,61,10.1,0.4093
2017-06-05 14:00:00,62.4,63,49.6,5.32,7.64,16,14,12.9,0.6701
2017-06-06 12:00:00,54.5,82,49.2,5.12,7.9,356,359,12.8,0.6999
2017-06-07 10:00:00,68.1,53,50.1,3.78,5.2,37,38,9.0,0.195
2017-06-08 08:00:00,68.7,48,48.1,1.04,1.24,287,284,5.0,0.3089
2017-06-09 06:00:00,64.6,67,53.4,2.95,5.02,298,313,8.3,0.4721
2017-06-10 04:00:00,56.7,94,55.0,2.56,5.35,211,213,4.4,0.2427
2017-06-11 02:00:00,70.9,56,54.5,6.47,11.64,231,233,13.5,0.5371
2017-06-12 00:00:00,74.3,61,60.0,4.31,8.95,226,230,8.4,0.6701
2017-06-12 22:00:00,73.8,83,68.3,1.93,4.0,291,302,4.3,0.4145
2017-06-13 20:00:00,63.0,80,56.6,2.51,5.46,23,28,4.5,0.1928
2017-06-14 18:00:00,74.7,54,56.7,3.72,6.75,114,115,7.6,0.1478
2017-06-15 16:00:00,77.7,69,66.5,1.44,1.84,124,131,4.5,0.4707
2017-06-16 14:00:00,81.4,48,59.9,2.11,3.31,175,175,6.7,0.1366
2017-06-17 12:00:00,78.9,69,67.8,4.24,6.38,172,171,9.7,0.1414
2017-06-18 10:00:00,71.5,81,65.3,7.52,11.09,245,244,16.4,0.6781
2017-06-19 08:00:00,69.6,63,56.3,3.18,4.43,246,245,9.4,0.2656
2017-06-20 06:00:00,58.7,94,56.9,4.31,7.21,248,253,9.9,0.4729
2017-06-21 04:00:00,52.8,97,51.9,2.16,4.92,283,297,4.1,0.0796
2017-06-22 02:00:00,58.6,85,54.0,3.41,7.6,177,181,6.0,0.7243
2017-06-23 00:00:00,68.2,95,66.6,2.82,6.07,247,237,9.6,0.0887
2017-06-23 22:00:00,63.0,73,54.2,2.02,4.4,261,287,4.4,0.1239
2017-06-24 20:00:00,60.1,86,55.8,3.22,6.3,263,270,7.1,0.671
2017-06-25 18:00:00,61.1,75,53.3,4.02,6.51,264,266,8.4,0.7211
2017-06-26 16:00:00,64.7,46,43.3,5.4,8.0,271,271,12.0,0.6461
2017-06-27 14:00:00,68.1,42,43.8,4.21,5.92,288,286,10.0,0.3264
2017-06-28 12:00:00,75.3,38,48.1,5.71,8.05,213,212,12.2,0.3241
2017-06-29 10:00:00,76.7,67,64.8,7.72,11.37,233,231,15.9,0.632
2017-06-30 08:00:00,73.8,71,63.9,4.72,6.74,249,249,9.9,0.4297
2017-07-01 06:00:00,68.6,92,66.2,2.77,4.62,221,231,6.1,0.3436
2017-07-02 04:00:00,59.1,98,58.6,2.45,5.39,192,195,4.7,0.1384
2017-07-03 02:00:00,59.2,97,58.5,0.92,2.24,257,333,2.3,0.4765
2017-07-04 00:00:00,59.2,92,56.9,1.86,3.97,36,34,3.5,0.0841
2017-07-04 22:00:00,60.1,83,54.9,2.22,4.87,82,81,4.0,0.0124
2017-07-05 20:00:00,67.1,63,54.0,1.89,4.79,148,154,3.5,0.1591
2017-07-06 18:00:00,80.1,67,68.0,1.14,1.79,195,207,5.2,0.3926
2017-07-07 16:00:00,71.5,79,64.6,3.81,5.38,346,350,8.3,0.0596
2017-07-08 14:00:00,73.6,35,44.3,4.67,6.51,315,316,10.1,0.2872
2017-07-09 12:00:00,78.5,42,53.5,5.41,7.73,266,265,12.5,0.4185
2017-07-10 10:00:00,69.6,82,63.9,4.34,6.54,209,209,10.4,0.3683
2017-07-11 08:00:00,71.0,89,67.5,1.63,2.19,223,223,4.4,0.1961
2017-07-12 06:00:00,71.2,88,67.6,2.72,5.46,216,215,5.9,0.3086
2017-07-13 04:00:00,67.2,100,67.1,1.7,3.3,140,180,3.2,0.0265
2017-07-14 02:00:00,63.1,97,62.2,2.62,5.1,277,286,5.0,0.1004
2017-07-15 00:00:00,63.6,89,60.2,2.55,5.1,312,318,4.8,0.1815
2017-07-15 22:00:00,67.9,74,59.2,3.16,6.94,259,264,6.2,0.1533
2017-07-16 20:00:00,61.7,85,57.1,3.24,6.38,9,14,6.6,0.4815
2017-07-17 18:00:00,70.3,64,57.5,1.3,1.87,23,16,5.3,0.0847
2017-07-18 16:00:00,84.7,44,60.3,1.71,2.42,201,204,5.3,0.1957
2017-07-19 14:00:00,81.4,53,62.7,1.1,1.41,360,352,4.3,0.0124
2017-07-20 12:00:00,81.6,60,66.4,4.2,6.08,295,297,11.3,0.3253
2017-07-21 10:00:00,81.0,55,63.5,1.91,2.48,317,320,5.5,0.326
2017-07-22 08:00:00,73.1,80,66.5,1.75,2.55,114,116,4.2,0.1184
2017-07-23 06:00:00,67.2,89,63.6,1.08,1.42,34,39,3.0,0.0823
2017-07-24 04:00:00,60.6,90,57.7,4.36,7.43,307,312,8.4,0.6298
2017-07-25 02:00:00,57.7,86,53.7,2.6,6.12,358,5,4.7,0.1837
2017-07-26 00:00:00,60.2,96,59.0,2.65,5.74,191,187,4.5,0.7105
2017-07-26 22:00:00,68.5,87,64.6,3.4,7.4,227,232,6.5,0.239
2017-07-27 20:00:00,62.1,93,60.0,3.0,6.28,2,9,5.2,0.3191
2017-07-28 18:00:00,64.1,63,51.1,4.38,7.21,27,29,11.1,0.8835
2017-07-29 16:00:00,75.3,43,51.3,4.0,5.94,13,13,9.3,0.2313
2017-07-30 14:00:00,80.7,39,53.5,4.49,6.3,291,290,10.1,0.123
2017-07-31 12:00:00,84.0,52,64.3,3.53,4.7,295,297,9.5,0.1247
2017-08-01 10:00:00,79.9,63,66.4,2.9,4.0,268,267,7.1,0.0762
2017-08-02 08:00:00,75.9,66,63.9,2.25,3.23,249,248,5.7,0.0955
2017-08-03 06:00:00,67.0,92,64.6,3.25,4.6,45,46,5.6,0.0293
2017-08-04 04:00:00,66.8,94,64.9,4.21,8.01,198,200,8.1,0.3169
2017-08-05 02:00:00,58.5,78,51.6,6.23,10.37,276,277,12.9,0.7817
2017-08-06 00:00:00,57.0,80,50.9,2.64,5.71,241,259,4.6,0.2316
2017-08-06 22:00:00,60.9,93,58.8,2.26,4.52,225,235,3.7,0.1123
2017-08-07 20:00:00,58.6,90,55.8,1.42,2.78,309,330,2.4,0.0892
2017-08-08 18:00:00,72.7,58,57.2,1.96,4.81,255,266,5.9,0.1999
2017-08-09 16:00:00,77.5,48,56.3,1.77,3.0,313,307,5.8,0.1852
2017-08-10 14:00:00,78.9,44,55.4,2.92,4.05,158,160,6.8,0.055
2017-08-11 12:00:00,68.9,84,63.7,2.86,4.1,234,236,9.2,0.0097
2017-08-12 10:00:00,64.3,84,59.4,3.72,5.55,324,326,8.7,0.3533
2017-08-13 08:00:00,68.1,66,56.4,1.9,2.7,270,272,5.1,0.0954
2017-08-14 06:00:00,63.7,82,58.0,2.68,5.28,207,209,4.5,0.3115
2017-08-15 04:00:00,61.1,97,60.1,1.77,3.5,317,323,2.6,0.2523
2017-08-16 02:00:00,62.2,87,58.3,2.06,4.68,14,20,3.5,0.0242
2017-08-17 00:00:00,65.5,86,61.1,2.92,6.45,121,131,5.4,0.4916
2017-08-17 22:00:00,70.8,88,67.2,4.16,7.96,235,237,7.8,0.4607
2017-08-18 20:00:00,66.3,79,59.7,3.35,6.31,280,285,7.9,0.7061
2017-08-19 18:00:00,69.9,67,58.7,1.86,4.2,234,258,4.8,0.2805
2017-08-20 16:00:00,82.5,41,56.7,1.7,2.97,225,225,5.9,0.2473
2017-08-21 14:00:00,86.4,49,64.9,2.16,2.94,167,170,6.3,0.3862
2017-08-22 12:00:00,73.5,77,65.7,5.87,8.95,256,256,14.1,0.7998
2017-08-23 10:00:00,66.3,63,53.1,5.1,7.38,298,298,11.4,0.3568
2017-08-24 08:00:00,58.7,68,48.3,2.72,3.78,306,307,6.8,0.1311
2017-08-25 06:00:00,53.7,88,50.1,2.72,5.19,306,320,4.4,0.1671
2017-08-26 04:00:00,49.8,86,45.8,1.75,2.7,347,39,2.4,0.065
2017-08-27 02:00:00,56.5,90,53.7,1.8,4.02,109,117,3.0,0.0094
2017-08-28 00:00:00,61.4,81,55.5,1.9,4.65,87,109,3.7,0.1894
2017-08-28 22:00:00,63.0,94,61.4,3.62,6.77,114,124,7.0,0.0732
2017-08-29 20:00:00,62.7,97,61.8,1.3,2.4,184,178,1.9,0.1027
2017-08-30 18:00:00,70.3,67,58.9,1.53,2.15,212,242,2.1,0.3867
2017-08-31 16:00:00,59.0,57,43.6,5.87,8.75,9,11,12.5,0.4339
2017-12-01 15:00:00,42.5,57,28.3,1.77,3.82,227,227,5.5,0.139
2017-12-02 12:00:00,47.4,56,32.4,3.72,5.39,211,211,8.3,0.2722
2017-12-03 09:00:00,36.8,87,33.2,1.9,3.32,267,277,4.9,0.1959
2017-12-04 06:00:00,39.4,83,34.6,4.61,9.27,156,160,8.5,0.9084
2017-12-05 03:00:00,53.9,84,49.3,8.44,14.74,199,199,21.7,0.9628
2017-12-06 00:00:00,26.6,53,11.5,6.58,11.23,250,252,15.4,0.9672
2017-12-06 21:00:00,27.3,71,19.0,5.12,8.8,264,269,10.7,0.7559
2017-12-07 18:00:00,25.7,65,15.4,4.66,8.04,247,253,7.9,0.6474
2017-12-08 15:00:00,29.2,65,18.9,4.87,8.09,261,261,14.1,0.3793
2017-12-09 12:00:00,29.6,66,19.7,1.97,2.73,246,246,5.5,0.0708
2017-12-10 09:00:00,26.0,70,17.5,5.66,8.67,253,253,11.5,0.6962
2017-12-11 06:00:00,14.1,71,6.4,1.75,2.69,239,292,3.5,0.2667
2017-12-12 03:00:00,23.1,67,13.8,7.37,11.81,312,313,14.9,0.8634
2017-12-13 00:00:00,11.1,65,1.6,4.25,7.42,300,307,9.0,0.7686
2017-12-13 21:00:00,21.1,86,17.7,2.73,5.66,24,45,5.1,0.1363
2017-12-14 18:00:00,7.5,83,3.4,2.33,5.58,223,237,4.6,0.279
2017-12-15 15:00:00,24.4,67,15.1,5.71,9.32,259,261,14.6,0.7735
2017-12-16 12:00:00,26.4,61,14.9,2.02,2.72,20,17,5.7,0.178
2017-12-17 09:00:00,26.8,73,19.2,3.9,5.8,90,91,8.2,0.1829
2017-12-18 06:00:00,32.1,97,31.4,3.26,6.44,243,244,6.0,0.3868
2017-12-19 03:00:00,38.7,87,35.3,6.58,11.67,242,243,13.3,0.9342
2017-12-20 00:00:00,31.3,70,22.5,5.25,9.26,301,303,12.5,0.8275
2017-12-20 21:00:00,26.5,66,16.6,0.61,0.73,189,286,2.1,0.0256
2017-12-21 18:00:00,28.8,86,25.1,2.53,4.9,99,107,5.2,0.1059
2017-12-22 15:00:00,32.6,84,28.4,1.22,1.72,125,126,4.8,0.1231
2017-12-23 12:00:00,31.5,69,22.6,3.47,4.96,311,312,8.5,0.1923
2017-12-24 09:00:00,20.4,63,9.8,0.7,0.91,270,264,3.4,0.1789
2017-12-25 06:00:00,15.4,86,12.0,5.2,9.44,259,265,10.5,0.9512
2017-12-26 03:00:00,1.1,75,-5.0,4.12,8.08,247,258,8.4,0.848
2017-12-27 00:00:00,-3.5,80,-8.1,3.57,8.12,252,260,6.6,0.673
2017-12-27 21:00:00,0.8,76,-4.8,2.53,6.61,261,267,4.6,0.2043
2017-12-28 18:00:00,6.8,84,3.0,1.0,1.26,323,252,2.5,0.2212
2017-12-29 15:00:00,13.6,58,1.7,3.61,6.12,265,265,8.9,0.2279
2017-12-30 12:00:00,15.8,60,4.2,6.04,8.78,299,300,14.2,0.8986
2017-12-31 09:00:00,9.2,65,-0.2,4.39,6.58,313,314,8.8,0.6206
2018-01-01 06:00:00,2.2,80,-2.6,3.92,8.02,264,274,7.5,0.9448
2018-01-02 03:00:00,5.5,81,1.0,5.06,9.51,252,255,9.6,0.9386
2018-01-03 00:00:00,6.6,60,-4.2,5.88,10.5,228,230,11.7,0.9023
2018-01-03 21:00:00,13.3,71,5.7,3.88,7.23,305,311,7.3,0.6214
2018-01-04 18:00:00,0.9,58,-10.3,5.45,9.2,316,318,11.7,0.9586
2018-01-05 15:00:00,3.1,52,-10.6,6.03,9.2,310,312,12.8,0.869
2018-01-06 12:00:00,5.9,48,-9.8,4.69,6.52,310,311,11.1,0.7786
2018-01-07 09:00:00,10.2,54,-3.3,6.12,9.99,191,194,12.0,0.9713
2018-01-08 06:00:00,31.2,90,28.6,5.24,9.12,241,243,10.2,0.8863
2018-01-09 03:00:00,25.7,91,23.3,2.75,5.81,303,312,6.9,0.5023
2018-01-10 00:00:00,23.2,93,21.5,4.03,7.91,166,171,7.4,0.4088
2018-01-10 21:00:00,49.2,93,47.4,7.75,11.7,210,210,15.3,0.929
2018-01-11 18:00:00,52.9,93,51.0,6.59,11.71,190,191,13.8,0.9128
2018-01-12 15:00:00,19.3,68,10.5,7.7,12.2,359,360,15.7,0.9789
2018-01-13 12:00:00,14.7,39,-6.0,5.41,7.77,326,328,11.8,0.926
2018-01-14 09:00:00,12.7,60,1.5,2.19,3.68,223,227,5.5,0.1546
2018-01-15 06:00:00,15.9,70,7.8,3.72,7.85,126,133,6.9,0.6077
2018-01-16 03:00:00,12.3,92,10.5,2.38,4.25,285,300,4.0,0.0952
2018-01-17 00:00:00,10.7,81,6.1,2.97,5.82,290,305,4.8,0.5849
2018-01-17 21:00:00,20.7,66,11.1,7.31,12.67,240,241,14.4,0.9023
2018-01-18 18:00:00,30.0,54,15.4,6.01,10.47,226,227,11.8,0.9108
2018-01-19 15:00:00,40.2,45,20.5,5.24,8.99,222,223,11.4,0.8062
2018-01-20 12:00:00,42.9,57,28.5,3.44,4.84,262,263,8.3,0.202
2018-01-21 09:00:00,33.9,96,33.0,2.5,3.84,217,219,5.4,0.097
2018-01-22 06:00:00,34.8,99,34.6,3.61,7.2,87,90,7.2,0.536
2018-01-23 03:00:00,39.1,98,38.5,2.97,7.38,200,205,5.7,0.5101
2018-01-24 00:00:00,20.8,75,14.1,5.11,8.04,320,322,10.7,0.5616
2018-01-24 21:00:00,20.1,73,12.8,0.85,1.51,315,8,2.9,0.0202
2018-01-25 18:00:00,24.0,79,18.6,1.66,1.98,115,135,3.1,0.3312
2018-01-26 15:00:00,49.7,39,26.0,5.35,9.46,201,200,11.3,0.6966
2018-01-27 12:00:00,49.6,63,37.5,8.96,13.87,237,237,18.2,0.9592
2018-01-28 09:00:00,32.9,77,26.4,1.93,2.85,339,342,4.9,0.2329
2018-01-29 06:00:00,25.3,83,21.0,2.97,5.03,33,41,6.8,0.3994
2018-01-30 03:00:00,13.9,70,5.9,4.56,8.06,308,314,9.6,0.8824
2018-01-31 00:00:00,15.7,63,5.1,4.54,8.32,172,176,8.7,0.8174
2018-01-31 21:00:00,31.7,78,25.5,5.34,9.92,257,258,10.6,0.8626
2018-02-01 18:00:00,13.1,40,-6.7,5.99,9.13,298,299,10.3,0.9162
2018-02-02 15:00:00,17.7,32,-6.9,5.23,7.84,263,264,11.6,0.4347
2018-02-03 12:00:00,25.0,54,10.8,4.63,6.66,213,213,10.3,0.5709
2018-02-04 09:00:00,25.8,84,21.8,4.23,6.71,7,10,8.5,0.7887
2018-02-05 06:00:00,2.4,80,-2.5,2.44,7.02,235,253,5.7,0.8357
2018-02-06 03:00:00,8.3,84,4.5,2.28,6.26,241,253,5.1,0.3573
2018-02-07 00:00:00,12.9,61,1.8,1.84,3.84,139,141,3.4,0.1799
2018-02-07 21:00:00,9.6,83,5.5,2.33,4.9,260,290,3.6,0.2176
2018-02-08 18:00:00,16.0,69,7.7,4.39,8.15,240,247,7.8,0.444
2018-02-09 15:00:00,21.9,79,16.5,2.22,3.52,82,83,5.4,0.0673
2018-02-10 12:00:00,21.3,78,15.5,1.92,2.86,332,335,4.7,0.144
2018-02-11 09:00:00,21.8,90,19.4,2.91,4.67,41,47,6.0,0.1623
2018-02-12 06:00:00,10.3,86,6.9,2.51,6.87,275,291,5.0,0.626
2018-02-13 03:00:00,1.5,90,-0.8,1.21,1.14,246,218,2.1,0.0285
2018-02-14 00:00:00,21.7,75,14.9,4.28,9.32,217,218,8.7,0.6567
2018-02-14 21:00:00,34.8,92,32.6,4.85,9.85,212,215,9.6,0.8113
2018-02-15 18:00:00,40.0,90,37.3,3.65,8.1,279,286,6.5,0.3754
2018-02-16 15:00:00,28.8,44,9.5,4.79,7.16,296,295,10.5,0.6472
2018-02-17 12:00:00,32.7,53,17.6,5.31,7.86,223,222,11.9,0.7201
2018-02-18 09:00:00,32.3,66,22.2,4.43,6.42,252,252,9.3,0.2297
2018-02-19 06:00:00,32.9,78,26.8,3.4,7.23,178,186,7.1,0.8467
2018-02-20 03:00:00,51.5,92,49.3,4.96,10.17,208,210,9.4,0.4825
2018-02-21 00:00:00,51.0,94,49.3,4.12,7.95,264,264,8.1,0.7366
2018-02-21 21:00:00,25.7,84,21.5,1.63,2.87,47,61,2.4,0.0985
2018-02-22 18:00:00,27.0,82,22.2,3.02,5.75,34,40,5.5,0.1436
2018-02-23 15:00:00,41.8,96,40.8,4.85,8.67,256,259,10.4,0.7883
2018-02-24 12:00:00,35.6,64,24.8,2.91,3.83,74,75,7.6,0.1868
2018-02-25 09:00:00,37.5,70,28.7,9.75,15.25,244,245,19.8,0.9441
2018-02-26 06:00:00,28.7,81,23.6,3.91,7.79,273,279,8.4,0.8359
2018-02-27 03:00:00,31.9,77,25.5,3.61,8.17,224,230,6.4,0.8619
2018-02-28 00:00:00,42.6,63,31.0,4.08,8.84,211,218,8.0,0.8886
2018-02-28 21:00:00,34.8,85,30.9,3.19,6.47,32,32,7.5,0.1575
2018-06-01 14:00:00,67.5,72,58.1,4.61,6.42,4,4,10.6,0.4576
2018-06-02 12:00:00,57.6,64,45.5,3.98,5.5,28,27,9.8,0.5374
2018-06-03 10:00:00,62.4,91,59.7,2.3,4.27,146,147,4.9,0.0356
2018-06-04 08:00:00,59.5,72,50.6,5.91,8.93,273,274,12.6,0.6558
2018-06-05 06:00:00,51.2,72,42.7,4.5,6.64,323,323,9.6,0.0
2018-06-06 04:00:00,45.6,89,42.6,2.38,5.0,345,360,4.1,0.2538
2018-06-07 02:00:00,56.6,78,49.9,3.42,7.34,201,208,6.8,0.2583
2018-06-08 00:00:00,54.0,86,49.8,2.3,4.91,34,33,4.3,0.2456
2018-06-08 22:00:00,55.2,76,47.8,2.08,5.14,55,63,4.3,0.1325
2018-06-09 20:00:00,56.1,86,51.9,2.95,6.22,62,64,6.4,0.3132
2018-06-10 18:00:00,60.5,63,47.8,3.48,6.93,39,45,6.1,0.1232
2018-06-11 16:00:00,70.1,42,46.0,3.47,4.74,57,55,9.2,0.2852
2018-06-12 14:00:00,81.4,50,60.9,3.69,4.97,139,140,8.3,0.1746
2018-06-13 12:00:00,77.4,49,56.8,9.21,13.74,291,291,18.9,0.876
2018-06-14 10:00:00,74.4,39,47.6,4.44,6.18,329,331,10.1,0.7541
2018-06-15 08:00:00,69.1,50,49.9,0.81,1.13,30,45,4.4,0.1342
2018-06-16 06:00:00,69.0,63,55.9,2.64,4.88,205,206,7.7,0.7637
2018-06-17 04:00:00,67.1,92,64.6,2.51,5.95,203,209,4.2,0.68
2018-06-18 02:00:00,78.0,75,69.3,4.61,8.73,243,246,9.1,0.7028
2018-06-19 00:00:00,61.6,86,57.3,2.8,5.94,360,7,5.8,0.3755
2018-06-19 22:00:00,58.2,73,49.7,1.66,3.81,25,30,3.2,0.0859
2018-06-20 20:00:00,60.7,79,54.3,0.36,0.61,214,351,1.1,0.091
2018-06-21 18:00:00,61.2,50,42.6,3.49,5.74,24,23,9.1,0.2815
2018-06-22 16:00:00,69.0,47,48.3,4.03,6.24,83,84,10.0,0.1266
2018-06-23 14:00:00,75.3,70,64.6,2.45,3.37,102,102,8.1,0.0948
2018-06-24 12:00:00,68.7,70,58.7,3.67,5.2,29,30,9.8,0.1307
2018-06-25 10:00:00,66.2,48,45.9,3.4,4.61,62,63,8.4,0.1558
2018-06-26 08:00:00,65.2,58,50.1,3.72,5.27,121,123,8.3,0.2553
2018-06-27 06:00:00,65.4,97,64.5,2.75,5.62,170,175,3.5,0.1425
2018-06-28 04:00:00,59.5,100,59.4,2.44,4.4,305,321,4.8,0.0399
2018-06-29 02:00:00,66.1,92,63.6,2.61,6.14,238,251,4.9,0.2419
2018-06-30 00:00:00,77.1,80,70.6,5.31,10.04,223,225,10.7,0.692
2018-06-30 22:00:00,80.5,75,71.8,3.94,8.08,216,216,7.9,0.7195
2018-07-01 20:00:00,79.8,79,72.7,4.34,8.45,195,197,8.1,0.7753
2018-07-02 18:00:00,77.3,65,64.7,1.57,1.98,117,139,6.8,0.0087
2018-07-03 16:00:00,86.3,39,58.5,3.86,6.02,143,144,8.9,0.1739
2018-07-04 14:00:00,89.7,43,63.9,2.6,3.53,113,115,6.9,0.0335
2018-07-05 12:00:00,87.5,66,74.7,3.67,5.06,241,240,9.4,0.2993
2018-07-06 10:00:00,65.7,49,46.3,5.47,7.79,9,9,12.7,0.7515
2018-07-07 08:00:00,69.1,51,50.2,0.78,1.0,130,127,3.3,0.035
2018-07-08 06:00:00,64.1,67,52.9,2.64,5.5,209,217,4.9,0.4643
2018-07-09 04:00:00,63.2,81,57.4,3.19,7.42,238,244,5.9,0.5903
2018-07-10 02:00:00,68.5,87,64.5,1.77,4.23,344,353,5.8,0.4066
2018-07-11 00:00:00,62.3,70,52.4,2.35,5.85,12,13,4.1,0.1482
