Time,temperature_2m,relativehumidity_2m,dewpoint_2m,windspeed_10m,windspeed_100m,winddirection_10m,winddirection_100m,windgusts_10m,Power
2017-06-07 10:00:00,70.9,52,52.3,3.41,4.22,302,301,8.2,0.1815
2017-06-08 08:00:00,65.6,67,54.3,2.62,3.25,43,45,6.1,0.1065
2017-06-09 06:00:00,64.1,63,51.3,4.48,8.63,129,134,7.6,0.3348
2017-06-10 04:00:00,66.4,83,61.2,3.83,7.5,303,316,7.3,0.0403
2017-06-11 02:00:00,64.6,51,45.9,1.66,3.54,25,47,3.7,0.0368
2017-06-12 00:00:00,63.1,42,39.7,3.18,7.53,336,343,5.3,0.1747
2017-06-12 22:00:00,67.3,44,44.5,6.23,10.63,71,74,10.7,0.3361
2017-06-13 20:00:00,66.4,97,65.5,0.58,0.36,211,146,3.0,0.1765
2017-06-14 18:00:00,71.7,44,48.9,6.03,9.73,264,265,12.5,0.8391
2017-06-15 16:00:00,75.9,33,44.9,7.45,10.68,277,277,15.0,0.5569
2017-06-16 14:00:00,73.5,43,49.4,4.92,6.63,246,247,8.7,0.1231
2017-06-17 12:00:00,67.2,61,53.2,4.38,5.6,305,305,11.1,0.2585
2017-06-18 10:00:00,59.7,72,50.5,5.59,7.64,316,316,10.4,0.1271
2017-06-19 08:00:00,61.1,71,51.6,4.19,5.61,310,310,8.2,0.2875
2017-06-20 06:00:00,56.2,86,52.2,3.67,6.32,334,342,6.2,0.0343
2017-06-21 04:00:00,57.5,71,48.0,4.18,8.13,159,159,7.4,0.2029
2017-06-22 02:00:00,59.2,56,43.4,1.1,1.7,180,87,3.3,0.4937
2017-06-23 00:00:00,58.1,51,40.3,7.71,12.35,293,295,13.5,0.4013
2017-06-23 22:00:00,54.2,48,35.0,4.24,7.81,317,320,10.1,0.6543
2017-06-24 20:00:00,55.3,59,41.3,5.68,8.77,334,336,11.2,0.5065
2017-06-25 18:00:00,60.2,59,46.0,4.83,6.71,336,335,8.6,0.5375
2017-06-26 16:00:00,66.9,37,39.8,1.39,1.71,249,249,4.9,0.669
2017-06-27 14:00:00,75.6,40,49.8,9.47,13.1,169,170,17.8,0.7494
2017-06-28 12:00:00,73.0,56,56.1,7.42,9.84,307,308,13.9,0.5373
2017-06-29 10:00:00,70.1,53,52.3,0.6,0.7,360,360,5.1,0.3648
2017-06-30 08:00:00,60.1,74,51.6,5.81,8.01,333,334,11.4,0.3925
2017-07-01 06:00:00,57.5,60,43.9,6.05,10.83,239,241,10.5,0.5695
2017-07-02 04:00:00,55.1,94,53.3,2.19,5.36,66,76,4.6,0.0893
2017-07-03 02:00:00,59.5,72,50.5,3.28,7.16,121,123,5.4,0.3961
2017-07-04 00:00:00,68.5,65,56.2,4.83,9.85,167,167,8.1,0.3492
2017-07-04 22:00:00,72.1,63,58.8,2.15,4.56,242,232,3.1,0.095
2017-07-05 20:00:00,77.6,59,62.2,2.14,5.24,217,209,3.5,0.1497
2017-07-06 18:00:00,77.5,42,52.6,4.81,7.11,4,2,10.5,0.3391
2017-07-07 16:00:00,80.0,38,51.9,4.71,6.2,343,342,9.9,0.1025
2017-07-08 14:00:00,82.9,38,54.7,3.22,4.12,300,299,8.3,0.0244
2017-07-09 12:00:00,85.6,47,63.0,5.11,6.88,230,229,14.2,0.6262
2017-07-10 10:00:00,74.1,56,57.4,1.94,2.33,78,80,5.5,0.0334
2017-07-11 08:00:00,75.0,66,62.9,4.46,5.98,189,190,8.8,0.515
2017-07-12 06:00:00,63.3,83,58.2,5.84,8.23,308,310,10.3,0.3382
2017-07-13 04:00:00,56.0,96,55.0,2.15,4.74,22,28,4.8,0.0579
2017-07-14 02:00:00,56.6,84,51.9,3.28,6.69,149,148,5.9,0.1475
2017-07-15 00:00:00,75.2,62,61.3,5.61,10.66,211,209,9.5,0.3684
2017-07-15 22:00:00,67.1,73,58.2,2.25,5.64,58,65,4.0,0.1732
2017-07-16 20:00:00,80.9,49,59.9,5.19,9.39,152,155,8.8,0.3027
2017-07-17 18:00:00,84.5,54,65.8,4.85,7.09,8,9,6.4,0.1661
2017-07-18 16:00:00,76.4,46,54.0,2.45,2.86,78,78,6.1,0.1019
2017-07-19 14:00:00,77.6,71,67.6,3.67,4.77,169,170,10.0,0.2708
2017-07-20 12:00:00,79.9,61,65.0,3.89,4.88,151,152,8.1,0.0552
2017-07-21 10:00:00,79.0,73,69.7,1.24,1.51,256,262,4.3,0.2593
2017-07-22 08:00:00,71.8,80,65.2,3.36,4.79,293,299,6.6,0.0537
2017-07-23 06:00:00,60.9,88,57.2,4.36,7.21,328,331,7.6,0.1259
2017-07-24 04:00:00,62.2,82,56.6,4.62,8.82,175,176,8.0,0.6676
2017-07-25 02:00:00,68.8,84,63.9,3.72,7.63,144,148,8.9,0.199
2017-07-26 00:00:00,69.3,67,58.0,1.75,4.84,31,38,4.2,0.0543
2017-07-26 22:00:00,65.8,74,57.4,2.47,3.61,69,71,3.4,0.0991
2017-07-27 20:00:00,72.5,62,58.6,1.8,4.35,109,113,3.4,0.2656
2017-07-28 18:00:00,78.9,47,57.0,4.0,5.68,167,166,8.4,0.0933
2017-07-29 16:00:00,82.5,47,60.4,3.62,4.62,174,175,8.5,0.0762
2017-07-30 14:00:00,83.2,47,61.1,3.18,3.96,136,137,7.6,0.0351
2017-07-31 12:00:00,81.1,57,64.3,3.91,4.82,183,185,8.5,0.0412
2017-08-01 10:00:00,75.4,45,52.3,4.9,6.4,359,359,9.7,0.2061
2017-08-02 08:00:00,65.0,68,54.3,1.94,2.43,78,81,4.7,0.1319
2017-08-03 06:00:00,54.4,89,51.2,6.01,9.94,3,5,9.0,0.1871
2017-08-04 04:00:00,54.3,79,47.8,2.8,6.26,272,278,4.7,0.0508
2017-08-05 02:00:00,59.5,71,50.0,2.42,4.6,187,180,3.9,0.1099
2017-08-06 00:00:00,59.9,94,58.1,2.0,3.67,53,61,3.8,0.0994
2017-08-06 22:00:00,57.6,90,54.7,2.13,2.83,319,8,2.7,0.014
2017-08-07 20:00:00,69.6,60,55.2,1.27,1.53,315,349,2.6,0.0762
2017-08-08 18:00:00,73.3,57,57.4,3.26,5.33,153,157,6.4,0.0429
2017-08-09 16:00:00,71.1,69,60.5,4.88,6.24,293,292,9.2,0.0589
2017-08-10 14:00:00,70.3,55,53.5,4.13,5.35,7,8,8.9,0.0731
2017-08-11 12:00:00,70.3,51,51.2,1.75,2.06,103,104,5.2,0.0486
2017-08-12 10:00:00,65.2,81,59.1,2.68,3.54,117,119,5.6,0.0477
2017-08-13 08:00:00,59.5,100,59.5,0.22,0.3,117,180,3.5,0.1175
2017-08-14 06:00:00,57.3,98,56.8,3.9,5.24,23,24,6.3,0.0261
2017-08-15 04:00:00,58.2,93,56.2,2.76,6.29,134,134,4.5,0.029
2017-08-16 02:00:00,63.5,99,63.2,4.38,7.26,145,150,7.2,0.0519
2017-08-17 00:00:00,61.0,89,57.7,4.12,8.15,321,331,6.9,0.3175
2017-08-17 22:00:00,65.8,77,58.3,3.18,6.64,136,143,5.1,0.3145
2017-08-18 20:00:00,64.1,75,56.0,2.14,4.58,281,302,3.6,0.2575
2017-08-19 18:00:00,77.1,67,65.2,4.18,7.38,191,193,10.5,0.5412
2017-08-20 16:00:00,68.8,47,48.0,2.06,2.45,14,12,4.1,0.1612
2017-08-21 14:00:00,71.4,67,60.0,4.97,6.89,295,296,11.0,0.5729
2017-08-22 12:00:00,68.0,39,42.3,5.88,7.79,312,312,11.3,0.2467
2017-08-23 10:00:00,68.0,55,51.4,3.67,4.79,154,157,7.4,0.1066
2017-08-24 08:00:00,59.5,84,54.7,4.85,6.68,104,107,9.0,0.095
2017-08-25 06:00:00,59.1,97,58.2,3.31,5.4,85,92,6.0,0.0747
2017-08-26 04:00:00,60.2,99,59.8,3.14,5.46,329,334,5.2,0.0222
2017-08-27 02:00:00,60.3,89,57.1,2.38,5.57,285,291,3.8,0.4453
2017-08-28 00:00:00,60.1,69,49.9,2.61,3.72,176,149,3.6,0.2424
2017-08-28 22:00:00,67.6,62,54.2,4.2,8.7,177,179,7.0,0.4101
2017-08-29 20:00:00,71.9,66,60.0,3.42,7.52,187,185,5.5,0.1081
2017-08-30 18:00:00,73.0,52,54.5,3.37,5.57,78,81,8.0,0.0949
2017-08-31 16:00:00,79.3,56,62.2,6.86,9.4,149,151,12.3,0.4675
2017-12-01 15:00:00,43.2,43,22.4,3.21,5.79,275,280,6.9,0.1827
2017-12-02 12:00:00,44.1,39,20.9,4.33,6.44,236,237,8.4,0.2265
2017-12-03 09:00:00,33.8,62,22.0,2.66,6.2,110,100,4.2,0.284
2017-12-04 06:00:00,28.3,92,26.3,6.42,10.41,342,344,11.3,0.4681
2017-12-05 03:00:00,16.1,63,5.8,8.08,12.51,301,303,14.3,0.878
2017-12-06 00:00:00,22.0,81,17.2,5.33,8.86,310,311,9.3,0.5215
2017-12-06 21:00:00,10.6,63,0.5,6.79,10.98,316,318,11.9,0.6398
2017-12-07 18:00:00,27.7,77,21.4,5.7,9.87,285,290,9.4,0.8573
2017-12-08 15:00:00,34.3,66,24.1,8.99,14.0,305,307,16.1,0.8211
2017-12-09 12:00:00,28.4,68,19.3,4.57,6.05,247,248,8.7,0.2065
2017-12-10 09:00:00,30.2,77,23.8,4.7,8.61,294,301,7.9,0.2091
2017-12-11 06:00:00,36.7,87,33.3,10.31,16.09,321,322,17.6,0.79
2017-12-12 03:00:00,27.1,83,22.6,5.01,8.42,296,300,8.5,0.3368
2017-12-13 00:00:00,41.6,37,17.2,10.0,16.12,301,302,17.2,0.552
2017-12-13 21:00:00,29.1,74,21.7,5.7,9.04,322,325,10.3,0.3466
2017-12-14 18:00:00,29.2,78,23.2,5.22,8.43,302,304,8.6,0.246
2017-12-15 15:00:00,34.8,67,24.9,3.64,6.08,217,224,7.1,0.1983
2017-12-16 12:00:00,36.7,88,33.4,5.2,7.64,322,323,9.9,0.2357
2017-12-17 09:00:00,25.6,89,22.8,2.84,4.82,260,275,4.6,0.1046
2017-12-18 06:00:00,31.2,65,20.9,6.45,11.33,257,261,10.4,0.5898
2017-12-19 03:00:00,29.3,80,24.0,7.16,11.85,295,297,12.6,0.8267
2017-12-20 00:00:00,25.2,67,15.8,2.85,4.83,72,77,4.8,0.2655
2017-12-20 21:00:00,14.5,80,9.5,5.45,7.43,46,47,10.8,0.6364
2017-12-21 18:00:00,11.4,68,2.8,1.27,2.83,315,318,2.6,0.0444
2017-12-22 15:00:00,19.0,55,5.5,6.44,8.77,316,316,12.0,0.5013
2017-12-23 12:00:00,17.6,53,3.6,6.81,9.31,273,273,12.8,0.6606
2017-12-24 09:00:00,8.6,85,5.1,4.01,6.71,274,280,7.4,0.2441
2017-12-25 06:00:00,-10.2,62,-19.7,7.93,11.37,304,304,11.6,0.5064
2017-12-26 03:00:00,-8.7,71,-15.6,5.61,9.17,292,295,9.8,0.3938
2017-12-27 00:00:00,-8.6,74,-14.6,2.12,4.72,278,291,4.0,0.0845
2017-12-27 21:00:00,6.0,75,-0.3,5.41,8.61,161,165,9.5,0.1435
2017-12-28 18:00:00,-3.5,71,-10.4,4.56,8.09,308,310,7.9,0.3919
2017-12-29 15:00:00,-1.1,67,-9.3,5.33,7.84,330,330,9.7,0.1698
2017-12-30 12:00:00,-17.0,61,-26.5,1.03,1.75,331,329,3.9,0.006
2017-12-31 09:00:00,-20.6,69,-27.5,4.88,9.35,296,302,8.5,0.0504
2018-01-01 06:00:00,-16.1,74,-22.1,3.31,6.37,295,312,6.3,0.0939
2018-01-02 03:00:00,-6.5,77,-11.7,8.03,13.54,251,252,13.6,0.2861
2018-01-03 00:00:00,7.0,79,1.8,5.46,9.26,332,334,11.2,0.2842
2018-01-03 21:00:00,1.4,73,-5.3,1.97,2.82,150,157,3.0,0.0502
2018-01-04 18:00:00,4.1,75,-1.9,3.3,4.46,76,74,6.2,0.0515
2018-01-05 15:00:00,6.4,60,-4.6,3.48,4.53,129,131,7.1,0.0587
2018-01-06 12:00:00,14.4,71,6.7,7.6,10.81,182,183,13.7,0.6041
2018-01-07 09:00:00,29.1,88,26.1,7.27,12.4,304,308,12.4,0.653
2018-01-08 06:00:00,25.3,86,21.7,4.62,9.12,288,296,8.3,0.4796
2018-01-09 03:00:00,28.1,91,25.8,3.0,6.8,154,163,5.3,0.1633
2018-01-10 00:00:00,30.6,85,26.6,4.28,8.92,217,217,7.6,0.2069
2018-01-10 21:00:00,7.7,72,0.4,8.68,12.62,327,328,16.1,0.7724
2018-01-11 18:00:00,-8.9,73,-15.2,5.46,8.81,319,321,10.2,0.7684
2018-01-12 15:00:00,-4.4,63,-14.0,3.47,4.88,319,317,6.5,0.0909
2018-01-13 12:00:00,-1.9,53,-15.0,3.52,5.46,187,188,6.6,0.0513
2018-01-14 09:00:00,13.6,81,8.9,7.1,12.11,268,272,12.2,0.7962
2018-01-15 06:00:00,-10.7,72,-17.3,7.43,11.54,340,342,12.7,0.6822
2018-01-16 03:00:00,-14.8,72,-21.2,3.22,6.79,300,316,6.0,0.5123
2018-01-17 00:00:00,7.7,60,-3.3,6.93,12.73,225,226,11.7,0.7455
2018-01-17 21:00:00,30.5,74,23.2,7.21,13.3,267,271,12.2,0.7534
2018-01-18 18:00:00,34.6,70,26.0,5.88,11.52,252,254,9.6,0.3394
2018-01-19 15:00:00,41.5,60,28.5,6.59,10.18,300,303,11.1,0.7531
2018-01-20 12:00:00,39.4,69,30.1,4.83,6.93,264,265,8.7,0.3467
2018-01-21 09:00:00,25.7,78,19.8,3.4,5.94,358,13,5.3,0.1052
2018-01-22 06:00:00,18.2,96,17.3,4.24,5.76,19,20,6.6,0.0648
2018-01-23 03:00:00,19.4,86,15.8,2.12,2.85,289,288,4.7,0.1633
2018-01-24 00:00:00,21.3,88,18.3,2.47,5.82,291,299,5.0,0.1391
2018-01-24 21:00:00,25.6,76,19.0,2.71,6.54,176,174,5.3,0.2454
2018-01-25 18:00:00,32.8,61,21.0,5.89,11.16,159,162,10.7,0.5496
2018-01-26 15:00:00,34.7,67,24.7,10.02,14.4,297,297,18.0,0.7981
2018-01-27 12:00:00,20.4,54,6.3,6.78,9.0,307,307,12.8,0.3953
2018-01-28 09:00:00,0.3,70,-7.1,2.98,3.93,14,15,6.1,0.0457
2018-01-29 06:00:00,0.9,78,-4.3,1.04,2.64,197,209,1.9,0.0845
2018-01-30 03:00:00,14.5,55,1.1,6.45,11.8,156,162,10.8,0.5281
2018-01-31 00:00:00,32.2,70,23.5,8.24,13.38,299,302,14.3,0.8142
2018-01-31 21:00:00,5.6,54,-7.5,7.7,11.86,322,323,13.8,0.8453
2018-02-01 18:00:00,1.2,54,-11.5,1.84,3.89,319,318,6.5,0.1466
2018-02-02 15:00:00,24.4,32,-1.1,3.04,3.89,226,228,7.0,0.1572
2018-02-03 12:00:00,5.8,65,-3.5,7.34,9.99,17,18,13.5,0.7286
2018-02-04 09:00:00,-8.9,61,-18.8,6.48,10.0,283,286,11.2,0.7954
2018-02-05 06:00:00,3.6,56,-8.6,3.97,7.22,326,329,5.3,0.1308
2018-02-06 03:00:00,-4.5,75,-10.5,2.81,6.02,274,285,5.2,0.1143
2018-02-07 00:00:00,3.1,75,-2.9,6.47,10.48,321,322,12.0,0.6297
2018-02-07 21:00:00,9.2,73,2.2,3.21,6.5,266,271,5.4,0.252
2018-02-08 18:00:00,3.5,62,-6.7,3.33,4.39,41,41,6.5,0.0152
2018-02-09 15:00:00,9.9,39,-10.4,4.3,5.55,295,293,9.1,0.2388
2018-02-10 12:00:00,8.4,42,-9.9,5.12,6.68,253,253,10.2,0.3116
2018-02-11 09:00:00,6.1,69,-1.9,6.05,10.11,292,297,10.1,0.466
2018-02-12 06:00:00,-7.0,73,-13.4,1.99,4.83,342,347,4.3,0.0917
2018-02-13 03:00:00,7.1,81,2.4,5.68,9.62,194,197,9.7,0.4813
2018-02-14 00:00:00,24.3,61,12.6,7.94,13.89,251,253,13.5,0.775
2018-02-14 21:00:00,34.7,68,25.1,5.3,10.27,272,277,9.3,0.5066
2018-02-15 18:00:00,5.4,58,-6.2,7.25,10.39,321,321,12.6,0.7156
2018-02-16 15:00:00,28.9,35,4.6,7.53,10.5,220,220,14.0,0.7527
2018-02-17 12:00:00,23.6,41,3.5,7.2,9.7,308,307,13.7,0.6546
2018-02-18 09:00:00,15.7,86,12.3,6.85,9.96,34,38,12.0,0.6657
2018-02-19 06:00:00,2.5,68,-5.7,5.85,8.54,17,18,10.8,0.7288
2018-02-20 03:00:00,0.1,76,-5.8,4.43,6.71,354,357,9.5,0.4952
2018-02-21 00:00:00,-0.9,75,-6.9,5.45,10.12,263,266,9.6,0.6435
2018-02-21 21:00:00,1.8,71,-5.6,3.21,8.33,175,175,5.4,0.2103
2018-02-22 18:00:00,19.9,77,14.0,2.2,4.89,129,131,5.4,0.0153
2018-02-23 15:00:00,17.5,65,7.8,2.89,4.54,284,284,6.8,0.0889
2018-02-24 12:00:00,13.6,84,9.8,4.65,6.71,161,163,8.8,0.3248
2018-02-25 09:00:00,20.5,83,16.3,7.84,12.76,276,279,13.1,0.79
2018-02-26 06:00:00,20.8,69,12.3,6.95,12.92,230,230,11.3,0.7795
2018-02-27 03:00:00,20.8,88,17.9,2.64,6.83,335,355,6.3,0.1694
2018-02-28 00:00:00,16.4,86,12.9,2.7,5.55,231,208,4.3,0.2538
2018-02-28 21:00:00,23.4,76,17.0,4.3,9.14,273,283,7.1,0.3923
2018-06-01 14:00:00,80.2,50,59.8,9.17,13.02,118,119,17.1,0.5649
2018-06-02 12:00:00,59.2,63,46.4,10.42,14.69,291,291,18.6,0.779
2018-06-03 10:00:00,60.6,56,45.1,6.68,8.9,321,322,13.5,0.3979
2018-06-04 08:00:00,67.9,55,51.0,6.12,9.9,218,218,11.4,0.5362
2018-06-05 06:00:00,57.9,75,49.9,4.59,8.01,20,29,5.5,0.3686
2018-06-06 04:00:00,60.6,95,59.3,4.61,8.26,13,17,7.8,0.176
2018-06-07 02:00:00,56.2,58,41.6,2.97,7.38,123,118,5.2,0.16
2018-06-08 00:00:00,63.1,72,54.0,4.61,8.76,139,142,8.1,0.398
2018-06-08 22:00:00,71.9,60,57.4,3.49,7.34,207,204,5.6,0.2497
2018-06-09 20:00:00,76.5,58,60.8,3.72,7.53,174,175,6.2,0.2874
2018-06-10 18:00:00,80.3,48,58.6,7.92,12.53,127,129,15.5,0.5579
2018-06-11 16:00:00,68.1,41,43.7,5.07,6.91,338,338,10.0,0.1094
2018-06-12 14:00:00,69.2,34,39.9,5.41,7.03,274,276,10.5,0.2199
2018-06-13 12:00:00,73.0,31,40.3,4.53,5.83,202,202,8.9,0.0728
2018-06-14 10:00:00,72.0,66,60.0,6.31,8.41,117,118,12.9,0.5299
2018-06-15 08:00:00,69.5,84,64.6,6.62,9.27,331,331,12.5,0.5459
2018-06-16 06:00:00,62.8,76,55.1,3.66,7.27,35,34,9.3,0.4251
2018-06-17 04:00:00,58.3,94,56.5,6.43,10.59,5,8,10.7,0.2538
2018-06-18 02:00:00,57.1,81,51.3,2.8,6.48,2,17,6.0,0.4203
2018-06-19 00:00:00,60.1,79,53.7,2.72,5.32,354,5,3.9,0.0508
2018-06-19 22:00:00,62.3,73,53.5,2.47,3.85,111,99,3.8,0.0685
2018-06-20 20:00:00,68.5,55,51.4,2.63,6.3,351,358,5.8,0.2549
2018-06-21 18:00:00,77.0,57,60.5,1.17,2.66,70,70,2.9,0.0053
2018-06-22 16:00:00,75.2,62,61.2,3.31,4.31,185,184,8.5,0.1804
2018-06-23 14:00:00,74.7,56,57.7,5.42,7.0,150,149,10.7,0.0343
2018-06-24 12:00:00,66.3,94,64.5,5.28,7.62,61,60,10.8,0.0915
2018-06-25 10:00:00,68.7,81,62.7,5.82,7.85,145,146,11.3,0.4588
2018-06-26 08:00:00,67.6,81,61.4,1.7,2.22,140,144,4.5,0.0388
2018-06-27 06:00:00,66.6,88,62.9,4.1,7.14,225,217,6.6,0.0548
2018-06-28 04:00:00,67.5,78,60.3,2.39,5.72,213,216,3.8,0.3716
2018-06-29 02:00:00,73.7,89,70.2,6.9,11.35,141,145,12.0,0.0577
2018-06-30 00:00:00,64.8,92,62.3,2.28,3.96,322,344,3.9,0.1229
2018-06-30 22:00:00,61.6,83,56.3,2.51,3.42,355,15,3.0,0.0864
2018-07-01 20:00:00,71.2,55,54.3,4.24,7.69,289,291,8.0,0.123
2018-07-02 18:00:00,81.4,51,61.6,2.94,4.85,72,82,7.0,0.048
2018-07-03 16:00:00,85.4,56,67.8,5.33,7.01,130,132,9.5,0.1382
2018-07-04 14:00:00,80.2,47,58.1,5.8,7.52,306,306,11.3,0.3429
2018-07-05 12:00:00,73.0,50,53.3,2.5,3.01,358,354,7.3,0.0087
2018-07-06 10:00:00,66.6,87,62.4,6.31,8.66,139,140,10.9,0.2405
2018-07-07 08:00:00,75.8,76,67.9,7.75,11.23,187,189,13.6,0.525
2018-07-08 06:00:00,73.8,78,66.6,4.71,8.89,192,199,10.2,0.1224
2018-07-09 04:00:00,65.3,79,58.7,3.05,6.8,32,41,5.1,0.1407
